fuel_type,accidents,luxury_brand,engine_size,automatic_transmission,car_age,mileage_status,external_color,internal_color,metallic_color,price
Gasoline,No,No,2,No,6,high,White,Black,No,24325
Gasoline,No,No,8.3,No,20,low,Black,Gray,No,22500
Gasoline,No,No,2.5,No,10,high,Silver,Other_Colored,No,11495
Gasoline,No,Yes,5,Yes,8,avg,Black,Beige,No,49900
Gasoline,No,Yes,3.5,Yes,6,high,Other,Other_Colored,No,40900
Gasoline,Yes,No,5.3,Yes,9,above_expected,Black,Other_Colored,No,16000
Gasoline,No,Yes,4.7,Yes,9,verylow,White,Other_Colored,No,44999
Gasoline,No,Yes,3.6,No,21,avg,Black,Black,No,55000
Hybrid,Yes,No,2.4,Yes,12,high,Other,Gray,No,8500
Gasoline,Yes,No,3,Yes,12,low,Red,Beige,No,18955
Gasoline,No,Yes,2.5,Yes,24,avg,Silver,Black,No,2500
Electric,Yes,Yes,,Yes,5,above_expected,Black,Black,No,26000
Other,Yes,No,,Yes,29,low,White,Beige,No,6500
Gasoline,No,No,3.7,No,12,low,Gray,Black,No,21500
Gasoline,Yes,Yes,3,Yes,6,high,Black,Other_Colored,No,38598
Gasoline,No,No,5,No,3,verylow,Red,Black,No,49500
Gasoline,No,Yes,2,Yes,12,avg,Gray,Other_Colored,No,12000
Diesel,No,No,6.7,Yes,11,above_expected,Other,Beige,No,25000
Gasoline,Yes,No,3.7,Yes,13,above_expected,Silver,Black,No,8500
Gasoline,No,Yes,3.5,Yes,11,above_expected,Black,Black,No,10750
Gasoline,No,No,6.2,Yes,8,verylow,Blue,Black,No,62500
Gasoline,No,Yes,3,Yes,6,high,Blue,Beige,No,42950
Gasoline,No,Yes,3,No,6,verylow,White,Other_Colored,No,60995
Gasoline,Yes,Yes,4,Yes,6,high,Black,Other_Colored,No,47000
Gasoline,No,Yes,,Yes,5,low,Other,Other_Colored,No,68900
Gasoline,No,No,6,Yes,15,low,White,Gray,No,18900
Gasoline,Yes,No,4,Yes,8,high,Black,Black,No,36000
Gasoline,No,No,2,No,12,verylow,Red,Beige,No,18900
Gasoline,Yes,No,3.6,Yes,12,high,Gray,Beige,No,12449
Gasoline,No,Yes,3,Yes,11,high,Blue,Other_Colored,No,8800
Gasoline,Yes,No,6.2,Yes,14,low,Gray,Gray,No,19500
Gasoline,Yes,Yes,3.7,Yes,12,avg,Red,Black,No,14500
Gasoline,Yes,Yes,4.4,Yes,5,avg,Silver,Black,No,46999
Gasoline,No,No,6.2,Yes,2,verylow,Gray,Black,No,39500
Electric,No,Yes,,Yes,3,verylow,Blue,Black,Yes,108900
Gasoline,No,Yes,5.5,Yes,9,low,White,Other_Colored,No,59750
Gasoline,No,No,6.2,Yes,6,high,Other,Beige,No,45000
Hybrid,No,No,2.5,Yes,10,avg,Silver,Gray,No,15999
Gasoline,No,Yes,3,Yes,9,high,Black,Beige,No,19998
Gasoline,Yes,Yes,4.4,Yes,12,avg,White,Other_Colored,No,17000
Gasoline,No,Yes,5,Yes,4,avg,Black,Black,No,57500
Gasoline,No,Yes,3,Yes,7,avg,White,Black,No,40000
Hybrid,Yes,Yes,3,Yes,3,high,Blue,Beige,No,49999
Gasoline,No,No,3.6,Yes,8,high,Black,Black,No,30000
Gasoline,No,No,6.4,Yes,6,high,Gray,Gray,No,36000
Gasoline,No,No,3.7,Yes,8,high,Black,Black,No,19999
Gasoline,Yes,Yes,2.8,No,27,avg,Red,Black,No,15900
Gasoline,No,Yes,4.7,Yes,13,avg,White,Black,No,11999
Electric,No,No,,Yes,1,verylow,Other,Black,No,96850
Electric,No,Yes,,Yes,1,avg,Blue,Black,No,48000
Gasoline,No,Yes,2,Yes,2,avg,Gray,Black,No,53000
Hybrid,No,Yes,3,Yes,1,above_expected,Black,Black,No,85495
Gasoline,No,No,1.3,Yes,1,avg,Blue,Black,No,32000
Gasoline,No,No,5.3,Yes,9,above_expected,Black,Black,No,20000
Gasoline,No,No,5.3,Yes,3,above_expected,Blue,Black,Yes,60995
Gasoline,No,No,3.6,Yes,4,avg,Gray,Black,No,45000
Gasoline,No,No,5.3,Yes,1,avg,Black,Black,No,82000
Gasoline,No,No,2.5,Yes,5,avg,Black,Black,No,24995
Gasoline,No,Yes,2,Yes,3,verylow,Blue,Beige,No,39000
Gasoline,Yes,Yes,2,Yes,8,low,Black,Black,No,22999
Gasoline,No,Yes,2,Yes,5,low,White,Beige,No,31698
Gasoline,No,No,2,Yes,5,avg,Black,Gray,No,23000
Gasoline,Yes,Yes,3.5,Yes,16,low,White,Beige,No,12000
Gasoline,Yes,Yes,4,Yes,10,low,White,Black,No,47995
Hybrid,No,Yes,2,Yes,2,avg,Blue,Beige,No,54599
Gasoline,No,Yes,5,Yes,4,above_expected,Black,Black,No,64800
Gasoline,No,No,5.7,Yes,13,above_expected,Other,Beige,No,16000
Gasoline,Yes,No,4,No,20,verylow,Other,Other_Colored,No,24999
Gasoline,No,Yes,3,Yes,3,low,Gray,Gray,No,51800
Gasoline,Yes,Yes,5,Yes,13,verylow,Blue,Beige,No,20000
Diesel,No,Yes,3,Yes,13,avg,Black,Gray,No,31999
Hybrid,No,No,3.4,Yes,1,verylow,Blue,Gray,No,84997
Gasoline,No,Yes,3,Yes,7,avg,Blue,Black,No,39100
Other,No,No,,Yes,28,avg,Blue,Gray,No,7500
Gasoline,No,Yes,6.5,No,3,verylow,Other,Other_Colored,No,749950
Gasoline,Yes,No,5,No,5,avg,Black,Black,No,44999
Diesel,No,No,6.7,Yes,6,avg,Gray,Black,No,50000
Gasoline,Yes,No,4,Yes,17,high,Silver,Black,No,17900
Gasoline,No,No,6.4,Yes,5,avg,Silver,Other_Colored,No,42000
Gasoline,Yes,Yes,4.6,Yes,6,high,Gray,Black,No,34700
Gasoline,No,No,2.5,Yes,2,low,Black,Black,No,54543
Gasoline,No,Yes,2,Yes,5,avg,Other,Black,No,59598
Gasoline,No,No,2.4,Yes,3,low,Red,Black,No,24995
Hybrid,No,Yes,4,Yes,2,low,White,Other_Colored,No,104999
Gasoline,No,Yes,3,Yes,6,high,Gray,Gray,No,57500
Gasoline,No,Yes,5.6,Yes,6,above_expected,Black,Black,No,23105
Hybrid,No,No,2.5,Yes,2,avg,Blue,Beige,No,39500
Gasoline,No,No,3.8,Yes,3,high,Black,Black,No,42242
Gasoline,Yes,No,3.5,Yes,19,avg,Blue,Gray,No,7995
Gasoline,No,Yes,4.7,Yes,7,avg,Gray,Other_Colored,No,35750
Gasoline,No,Yes,5,Yes,2,avg,Black,Black,Yes,114900
Hybrid,No,No,1.8,Yes,2,above_expected,Silver,Gray,No,22945
Gasoline,Yes,Yes,2,Yes,7,low,Blue,Other_Colored,No,38000
Gasoline,Yes,Yes,3.5,Yes,12,low,Gray,Other_Colored,No,22222
Gasoline,No,Yes,3,Yes,6,low,Black,Black,No,47645
Gasoline,No,No,4,Yes,21,low,Other,Beige,No,14250
Gasoline,Yes,No,3.5,Yes,6,low,Black,Black,No,50000
Gasoline,No,No,6.2,Yes,16,verylow,Red,Beige,No,31000
Gasoline,Yes,No,6.2,Yes,8,above_expected,Black,Black,No,29500
Gasoline,No,Yes,2,Yes,3,verylow,Black,Other_Colored,No,157500
Gasoline,No,Yes,4.4,Yes,1,verylow,Black,Beige,No,195000
Other,No,No,3.5,Yes,7,above_expected,White,Beige,No,13000
Gasoline,No,Yes,3.9,Yes,6,verylow,Other,Other_Colored,No,243900
Gasoline,No,No,6.2,No,14,verylow,Other,Black,No,30000
Gasoline,No,Yes,4.4,Yes,4,low,Black,Black,No,66000
Gasoline,No,Yes,3,Yes,8,high,Black,Black,No,33999
Gasoline,Yes,Yes,3.6,Yes,21,low,Black,Black,No,32000
Gasoline,No,Yes,3,Yes,2,verylow,White,Black,No,279000
Gasoline,Yes,Yes,2,Yes,9,avg,Red,Black,No,15999
Gasoline,No,Yes,2,Yes,5,verylow,Black,Beige,No,79500
Gasoline,No,Yes,3.5,Yes,13,above_expected,Silver,Black,No,9250
Gasoline,No,Yes,4.6,Yes,17,avg,Blue,Beige,No,9999
Hybrid,No,Yes,3,Yes,1,above_expected,Red,Other_Colored,No,71400
Gasoline,No,Yes,3,Yes,3,low,Gray,Other_Colored,Yes,57900
Hybrid,No,Yes,3,Yes,2,high,Blue,Beige,No,52598
Gasoline,Yes,Yes,2,Yes,5,avg,White,Black,No,22500
Gasoline,No,No,3.3,Yes,5,high,Red,Black,No,32990
Gasoline,No,Yes,3,Yes,4,verylow,Black,Black,No,70000
Gasoline,No,No,2.5,No,10,low,White,Black,No,30000
Gasoline,No,No,6.6,Yes,3,verylow,White,Black,No,55000
Gasoline,No,No,2.7,Yes,3,low,Silver,Other_Colored,No,46850
Gasoline,No,Yes,5,Yes,11,verylow,White,Black,No,70000
Diesel,Yes,Yes,3,Yes,11,low,Silver,Black,No,54995
Gasoline,Yes,No,4.7,Yes,26,low,White,Beige,No,12490
Gasoline,No,No,2.7,Yes,11,low,Silver,Gray,No,20500
Gasoline,No,Yes,2,Yes,8,avg,Black,Beige,No,25000
Hybrid,No,Yes,2,Yes,2,high,White,Black,No,47000
Other,No,Yes,2,Yes,6,avg,White,Black,No,20900
Gasoline,Yes,No,4.6,Yes,14,high,Silver,Black,No,10000
Gasoline,No,No,3.6,Yes,11,avg,Black,Other_Colored,No,17999
Gasoline,Yes,No,4.6,Yes,22,low,Black,Gray,No,5230
Gasoline,No,No,6.2,Yes,3,avg,Black,Black,No,52000
Diesel,No,Yes,3,Yes,9,high,White,Gray,No,29000
Gasoline,No,Yes,4.2,Yes,16,low,Black,Black,No,11990
Gasoline,No,Yes,3.5,Yes,9,avg,Black,Black,No,26999
Gasoline,No,Yes,2,Yes,9,avg,Blue,Black,No,21500
Gasoline,Yes,No,2,No,9,avg,Red,Black,No,19000
Gasoline,Yes,No,5.7,Yes,21,low,White,Beige,No,10700
Gasoline,No,No,2,No,9,avg,Blue,Black,No,21000
Gasoline,Yes,Yes,4.2,No,16,avg,Red,Black,No,30000
Gasoline,No,Yes,3.6,No,17,verylow,Silver,Gray,No,53999
Other,Yes,Yes,2,Yes,9,avg,Black,Black,No,17200
Gasoline,No,Yes,3.2,Yes,15,high,Gray,Beige,No,8700
Diesel,No,No,6,Yes,21,verylow,Other,Beige,No,30000
Gasoline,No,No,6.8,Yes,20,avg,Other,Other_Colored,No,8500
Gasoline,No,Yes,5,Yes,7,avg,Black,Beige,No,47500
Hybrid,Yes,Yes,3,Yes,5,high,Other,Black,No,48500
Gasoline,No,Yes,3,Yes,8,high,Black,Black,No,24000
Gasoline,No,No,2.3,No,2,verylow,Black,Black,No,49000
Gasoline,No,No,5,Yes,3,above_expected,Silver,Black,No,42388
Gasoline,Yes,No,3.8,No,11,avg,White,Black,No,12500
Gasoline,Yes,No,2.2,Yes,25,low,Other,Beige,No,3500
Gasoline,No,Yes,3,Yes,6,avg,White,Beige,No,39853
Gasoline,No,Yes,3,Yes,2,avg,Gray,Black,Yes,61900
Gasoline,Yes,No,3.6,Yes,7,above_expected,Other,Other_Colored,Yes,17550
Gasoline,No,Yes,5.2,Yes,14,verylow,Gray,Black,No,109499
Gasoline,No,No,5,No,13,avg,Red,Black,No,18500
Gasoline,Yes,No,5.3,Yes,8,high,Black,Black,No,30000
Gasoline,No,No,3.7,No,11,low,Black,Black,No,16000
Gasoline,Yes,Yes,5,Yes,16,low,Blue,Black,No,29000
Gasoline,No,Yes,3,Yes,9,low,Gray,Beige,No,28000
Gasoline,No,Yes,5,Yes,14,avg,White,Black,No,15500
Gasoline,Yes,Yes,2,Yes,10,avg,Gray,Black,No,16500
Other,Yes,No,5.3,Yes,14,above_expected,White,Beige,No,9500
Gasoline,No,Yes,3,Yes,16,avg,Silver,Black,No,5699
Gasoline,Yes,No,3.6,Yes,3,high,White,Gray,No,26999
Gasoline,No,No,3.8,Yes,14,avg,Other,Beige,No,10340
Gasoline,Yes,No,2,No,6,high,Black,Black,No,35500
Gasoline,No,No,5.7,Yes,8,above_expected,Black,Black,No,20000
Gasoline,No,No,5.3,Yes,2,verylow,Red,Black,No,60000
Gasoline,No,No,3.6,Yes,4,avg,Other,Black,Yes,35470
Gasoline,No,No,5.7,Yes,2,avg,Black,Black,No,46599
Gasoline,No,No,3.2,Yes,19,verylow,White,Gray,No,13046
Gasoline,No,No,2.5,Yes,5,low,Black,Black,No,25884
Gasoline,No,Yes,,Yes,1,low,Gray,Black,Yes,59900
Hybrid,No,Yes,3,Yes,4,low,Gray,Black,No,83999
Gasoline,Yes,Yes,2.4,Yes,7,avg,Black,Other_Colored,No,15750
Gasoline,No,Yes,4.4,Yes,1,verylow,White,Other_Colored,No,175000
Gasoline,No,No,3.5,Yes,5,high,White,Other_Colored,No,48295
Gasoline,No,Yes,4,No,16,avg,Gray,Black,No,18500
Gasoline,No,Yes,3.7,Yes,12,low,Gray,Black,No,19900
Gasoline,No,Yes,4.8,Yes,16,avg,Black,Beige,No,8000
Gasoline,No,No,1.3,No,16,low,Red,Black,No,8500
Gasoline,No,Yes,2.5,No,25,verylow,Blue,Gray,No,12250
Gasoline,No,Yes,2.4,Yes,5,low,Gray,Black,No,25000
Gasoline,No,Yes,3,No,7,verylow,Red,Black,No,105000
Gasoline,No,Yes,5.7,Yes,8,low,White,Beige,No,62900
Gasoline,No,No,3.5,Yes,9,above_expected,White,Beige,No,23500
Gasoline,No,Yes,3,Yes,9,avg,Black,Beige,No,17999
Gasoline,Yes,Yes,3,Yes,7,avg,White,Beige,No,58000
Gasoline,Yes,No,1.4,Yes,11,avg,Blue,Black,No,10000
Gasoline,No,Yes,3,Yes,18,avg,Silver,Black,No,4000
Gasoline,No,Yes,3.7,Yes,16,high,Gray,Black,No,5000
Gasoline,Yes,No,2,Yes,9,high,White,Black,No,14900
Gasoline,Yes,No,2.4,Yes,2,high,Blue,Black,No,27875
Gasoline,No,Yes,6.75,Yes,21,verylow,Gray,Gray,No,34995
Gasoline,No,No,2.5,Yes,3,above_expected,White,Black,No,23800
Gasoline,No,Yes,4.3,Yes,22,low,Blue,Beige,No,15000
Gasoline,No,Yes,2,Yes,12,avg,Gray,Black,No,14500
Gasoline,No,Yes,3,Yes,1,verylow,Black,Black,No,53000
Gasoline,No,No,5.3,Yes,18,avg,Silver,Black,No,14500
Gasoline,No,No,6.2,Yes,1,verylow,White,Beige,No,84000
Gasoline,Yes,Yes,3,Yes,8,avg,White,Beige,No,24000
Gasoline,No,No,1.5,Yes,5,low,Black,Black,No,24000
Gasoline,No,No,2.3,Yes,1,low,Gray,Gray,No,57000
Gasoline,No,No,2.7,Yes,3,verylow,Blue,Black,No,56900
Diesel,No,No,6.4,Yes,15,avg,White,Beige,No,28900
Gasoline,No,Yes,2,Yes,7,avg,White,Gray,No,24998
Gasoline,Yes,No,5.3,Yes,8,above_expected,Black,Black,No,22000
Gasoline,No,No,2.3,No,8,verylow,Blue,Black,No,39000
Gasoline,No,No,2.7,Yes,2,verylow,Blue,Black,No,65994
Gasoline,No,No,5,Yes,12,verylow,Black,Black,No,19000
Gasoline,No,No,3.6,Yes,2,verylow,Gray,Beige,No,65500
Gasoline,No,Yes,2,Yes,2,above_expected,Blue,Beige,No,46000
Gasoline,No,Yes,3,Yes,4,avg,Gray,Black,Yes,46998
Gasoline,No,Yes,2,No,18,low,Black,Gray,No,14990
Gasoline,No,No,1.8,No,21,verylow,White,Beige,No,22000
Gasoline,No,No,5.3,Yes,1,above_expected,Black,Black,No,67800
Gasoline,No,Yes,3.5,Yes,16,low,Black,Black,No,8900
Gasoline,No,Yes,3.5,Yes,20,low,Other,Beige,No,7500
Gasoline,Yes,No,3.6,Yes,11,low,White,Other_Colored,No,21995
Gasoline,No,No,2,No,7,low,Silver,Black,No,20784
Gasoline,No,Yes,3,Yes,10,high,Black,Black,No,20000
Gasoline,No,Yes,4.6,Yes,11,low,Black,Beige,No,31450
Gasoline,Yes,No,5.7,Yes,7,high,Blue,Beige,No,24200
Gasoline,No,Yes,3,Yes,13,high,Black,Beige,No,11000
Gasoline,No,Yes,6.8,Yes,6,verylow,Other,Other_Colored,No,599000
Electric,No,No,,Yes,2,avg,White,Black,No,42000
Gasoline,Yes,Yes,4.3,Yes,22,verylow,Silver,Gray,No,15999
Gasoline,No,Yes,2,Yes,1,low,Black,Black,No,56998
Gasoline,No,Yes,5,Yes,18,low,Black,Black,No,19500
Gasoline,No,No,2.5,Yes,2,avg,Other,Black,No,27450
Gasoline,No,Yes,4,Yes,5,low,Gray,Beige,No,209900
Gasoline,Yes,No,3.5,Yes,1,avg,Other,Black,Yes,77430
Gasoline,No,No,5.3,Yes,3,above_expected,Silver,Black,Yes,43666
Gasoline,No,No,6.2,Yes,3,low,White,Black,No,70250
Gasoline,No,No,4,Yes,17,avg,Red,Black,No,9000
Gasoline,No,Yes,5,Yes,16,low,Silver,Other_Colored,No,21000
Gasoline,No,No,3.5,Yes,4,avg,Gray,Gray,No,35000
Gasoline,No,Yes,3,Yes,5,low,White,Black,No,80140
Electric,No,No,,Yes,1,verylow,Gray,Other_Colored,No,89000
Gasoline,No,No,3.6,Yes,3,avg,Other,Black,Yes,32999
Hybrid,No,Yes,2,Yes,6,avg,Black,Black,No,24995
Gasoline,No,No,3.6,Yes,8,above_expected,White,Black,No,18400
Diesel,No,No,6,Yes,20,low,Other,Other_Colored,No,20500
Gasoline,No,No,3.8,Yes,9,avg,Silver,Gray,No,20150
Gasoline,No,No,1.2,Yes,7,low,Blue,Black,No,8750
Gasoline,No,Yes,3.5,Yes,14,verylow,Black,Black,No,22500
Gasoline,No,No,2,Yes,9,above_expected,Red,Black,No,11500
Gasoline,No,Yes,4,No,16,low,Red,Black,No,28500
Gasoline,No,Yes,3.5,Yes,10,low,Black,Black,No,19250
Gasoline,Yes,No,2.7,Yes,2,low,Gray,Beige,No,65999
Electric,No,Yes,,Yes,7,avg,Black,Other_Colored,No,42250
Gasoline,Yes,No,3.8,Yes,14,avg,White,Gray,No,17500
Gasoline,No,No,3.5,Yes,3,above_expected,Gray,Black,No,38998
Gasoline,Yes,Yes,3.2,Yes,16,high,Black,Black,No,10000
Gasoline,Yes,Yes,3.5,Yes,10,high,Red,Black,No,18000
Gasoline,Yes,No,3,Yes,13,avg,Other,Black,No,7000
Gasoline,Yes,No,2,No,15,avg,Black,Black,No,3000
Gasoline,No,Yes,2,Yes,9,high,White,Beige,No,11995
Electric,No,No,,Yes,1,low,Silver,Black,Yes,28196
Gasoline,No,Yes,2,Yes,12,high,White,Beige,No,11000
Electric,No,No,,Yes,1,verylow,Blue,Gray,No,92500
Hybrid,No,Yes,3.5,Yes,6,high,Silver,Gray,No,35700
Gasoline,No,No,5.3,Yes,6,avg,Black,Black,No,37900
Gasoline,No,Yes,4,Yes,7,verylow,Gray,Black,No,84500
Gasoline,Yes,No,3.6,Yes,11,above_expected,Black,Gray,No,8500
Gasoline,No,Yes,3,Yes,4,low,Other,Other_Colored,No,36999
Gasoline,Yes,No,3.6,Yes,8,high,Blue,Black,No,19500
Gasoline,No,No,3,Yes,20,low,Gray,Gray,No,5500
Gasoline,No,No,3.6,Yes,3,above_expected,Silver,Black,No,36000
Gasoline,No,Yes,2,Yes,3,avg,Black,Black,No,37000
Electric,No,No,2,Yes,6,low,White,Black,No,55500
Gasoline,No,Yes,4.6,Yes,3,high,Silver,Other_Colored,No,51798
Gasoline,No,Yes,,Yes,5,avg,Black,Black,Yes,28900
Other,No,No,6,Yes,5,high,Silver,Beige,No,36500
Gasoline,Yes,Yes,2.5,Yes,11,high,Gray,Black,No,10000
Gasoline,No,Yes,3.6,Yes,13,avg,White,Black,No,20900
Gasoline,Yes,Yes,3,Yes,11,low,Silver,Black,No,17000
Diesel,No,No,6.6,Yes,2,avg,Blue,Gray,No,74500
Gasoline,No,Yes,4,Yes,7,low,Gray,Black,No,55600
Gasoline,No,No,4,No,26,low,Black,Black,No,6999
Gasoline,No,Yes,3.2,No,19,low,Blue,Gray,No,24900
Gasoline,Yes,Yes,3.2,No,18,low,Gray,Gray,No,42000
Gasoline,No,No,6.2,Yes,2,low,Blue,Black,No,39998
Gasoline,Yes,Yes,3,Yes,13,high,Black,Other_Colored,No,10999
Gasoline,No,No,5.7,Yes,2,avg,Red,Black,Yes,46999
Gasoline,No,Yes,2,Yes,4,verylow,Black,Beige,No,299000
Gasoline,Yes,No,4.3,Yes,20,avg,White,Gray,No,7999
Gasoline,No,Yes,3,Yes,4,high,Black,Black,No,54999
Hybrid,No,Yes,3,Yes,2,low,Blue,Beige,No,85000
Gasoline,No,Yes,6.3,Yes,8,verylow,Gray,Other_Colored,No,254900
Other,No,No,6,Yes,8,high,White,Black,No,36800
Gasoline,No,Yes,4,Yes,2,verylow,White,Black,No,229000
Gasoline,Yes,No,6.2,Yes,3,above_expected,White,Other_Colored,No,56900
Gasoline,No,No,2.5,Yes,2,low,White,Black,No,33000
Gasoline,No,No,5.2,No,5,verylow,Black,Black,No,91000
Gasoline,No,No,1.6,Yes,14,low,Other,Black,No,8000
Hybrid,No,No,1.5,Yes,15,avg,Blue,Beige,No,6999
Gasoline,Yes,No,6.2,Yes,17,high,Black,Black,No,9750
Gasoline,Yes,Yes,2,Yes,8,avg,White,Gray,No,19500
Gasoline,Yes,No,5.3,Yes,16,high,White,Black,No,7200
Gasoline,No,Yes,5,Yes,12,verylow,White,Black,No,36949
Gasoline,No,Yes,3,Yes,2,verylow,Other,Other_Colored,Yes,179900
Diesel,No,No,6.7,Yes,2,above_expected,White,Gray,No,77535
Gasoline,Yes,Yes,2,Yes,13,avg,White,Black,No,8300
Gasoline,No,No,2,Yes,6,low,Gray,Black,No,22999
Gasoline,No,No,3.7,Yes,5,above_expected,White,Other_Colored,No,37000
Gasoline,No,Yes,5.5,Yes,10,low,White,Black,No,72999
Gasoline,Yes,No,3.8,Yes,13,low,Red,Black,No,35000
Gasoline,No,Yes,3,Yes,9,verylow,Black,Black,No,42800
Electric,No,Yes,,Yes,6,avg,White,Black,No,59500
Gasoline,No,Yes,3,Yes,4,verylow,Blue,Beige,No,52900
Gasoline,No,No,5.7,No,23,verylow,Blue,Beige,No,21000
Gasoline,No,No,3.5,Yes,2,high,Black,Other_Colored,No,57352
Gasoline,No,Yes,6.5,Yes,4,verylow,Red,Black,No,469900
Electric,No,Yes,,Yes,3,above_expected,Blue,Black,No,69000
Hybrid,No,Yes,3,Yes,2,verylow,White,Black,No,139500
Gasoline,No,Yes,3,Yes,13,high,Blue,Beige,No,9999
Gasoline,No,Yes,2,Yes,9,above_expected,White,Black,No,15000
Gasoline,No,No,6.2,Yes,7,above_expected,Other,Beige,No,32999
Gasoline,No,Yes,3,Yes,10,above_expected,Black,Other_Colored,No,12999
Gasoline,No,Yes,4.6,Yes,7,high,White,Beige,No,31000
Gasoline,No,No,1.6,No,8,high,White,Black,No,13999
Gasoline,No,No,2.7,Yes,6,high,Black,Black,No,35000
Gasoline,No,Yes,3.5,Yes,8,avg,Black,Black,No,21500
Gasoline,No,Yes,3.5,Yes,12,high,Silver,Gray,No,15000
Gasoline,Yes,No,6.4,Yes,4,avg,Red,Black,No,38000
Gasoline,No,Yes,3.5,Yes,7,high,White,Black,No,30000
Gasoline,No,No,2,Yes,7,verylow,White,Black,No,26500
Gasoline,No,No,2,Yes,11,high,Black,Beige,No,9999
Gasoline,No,Yes,3,No,8,avg,Blue,Other_Colored,No,49999
Gasoline,No,Yes,5.6,Yes,4,above_expected,Gray,Black,No,31450
Other,No,Yes,,Yes,1,verylow,Other,Other_Colored,No,599995
Gasoline,Yes,No,5,No,8,low,Gray,Black,No,30490
Gasoline,No,No,2.5,Yes,4,high,White,Black,No,35200
Gasoline,No,No,2,No,24,verylow,Silver,Other_Colored,No,35000
Gasoline,No,No,3.6,Yes,3,verylow,Red,Black,No,41329
Gasoline,No,No,2.3,Yes,1,high,Black,Other_Colored,No,54000
Gasoline,No,No,3.5,Yes,2,above_expected,Other,Other_Colored,Yes,68420
Hybrid,No,No,3.4,Yes,1,verylow,Other,Black,No,91995
Gasoline,No,No,3.5,Yes,23,verylow,Blue,Gray,No,28500
Gasoline,No,Yes,2,Yes,1,avg,White,Black,No,43900
Other,Yes,No,5.3,Yes,20,avg,White,Beige,No,12998
Gasoline,No,No,2,No,11,avg,Black,Black,No,28000
Gasoline,Yes,Yes,3,Yes,6,avg,Blue,Beige,No,42995
Gasoline,Yes,Yes,5.2,Yes,13,low,White,Beige,No,74000
Gasoline,No,No,2.3,Yes,17,avg,Silver,Other_Colored,No,3000
Gasoline,No,Yes,3,Yes,17,low,Black,Black,No,8500
Gasoline,Yes,No,3.6,Yes,13,avg,White,Beige,No,14000
Gasoline,No,Yes,3,No,8,low,Black,Other_Colored,No,36995
Gasoline,Yes,Yes,5.5,Yes,12,verylow,Silver,Other_Colored,No,38500
Gasoline,No,No,6.2,Yes,5,above_expected,Black,Black,No,51900
Diesel,No,No,6.6,Yes,6,above_expected,Black,Black,No,52889
Gasoline,No,Yes,5,Yes,9,verylow,Black,Black,No,49995
Gasoline,No,No,2,Yes,3,avg,White,Black,No,21900
Gasoline,No,Yes,5,Yes,6,avg,Red,Black,No,53499
Gasoline,No,No,5.6,Yes,7,verylow,White,Gray,No,32324
Gasoline,Yes,No,2,Yes,5,avg,White,Black,No,27500
Gasoline,No,No,2,No,7,avg,Blue,Black,No,23750
Gasoline,No,Yes,2,Yes,5,verylow,White,Gray,No,27900
Other,Yes,No,,Yes,6,low,Blue,Gray,No,25000
Other,Yes,No,5.3,Yes,12,low,Red,Black,No,18000
Gasoline,Yes,Yes,2,Yes,10,above_expected,Gray,Black,No,12000
Gasoline,No,Yes,2,Yes,4,avg,Blue,Other_Colored,No,26999
Gasoline,No,Yes,4.7,Yes,12,verylow,Blue,Beige,No,37900
Gasoline,No,No,3.5,Yes,3,above_expected,Red,Other_Colored,No,57480
Gasoline,Yes,Yes,4.2,No,17,low,Black,Black,No,10995
Gasoline,Yes,Yes,3,Yes,8,high,Blue,Other_Colored,No,26500
Electric,No,No,,Yes,2,low,White,Black,No,49599
Other,Yes,No,5.3,Yes,17,high,Other,Beige,No,10750
Gasoline,No,No,4,Yes,16,low,Black,Gray,No,6999
Gasoline,Yes,Yes,3,Yes,7,above_expected,Black,Gray,No,17500
Gasoline,No,No,3.5,Yes,3,high,White,Black,No,77900
Gasoline,No,Yes,2.4,Yes,8,low,Gray,Other_Colored,No,16500
Gasoline,No,No,4,Yes,11,low,Blue,Gray,No,15500
Gasoline,No,No,6.2,No,3,low,Gray,Black,No,47000
Gasoline,No,Yes,3,Yes,6,low,White,Black,No,59800
Gasoline,No,Yes,3.5,Yes,4,verylow,Red,Black,No,43500
Gasoline,No,No,3.3,Yes,5,high,Silver,Black,No,23754
Gasoline,No,No,3.8,Yes,3,above_expected,Black,Black,No,29600
Diesel,No,No,6.7,Yes,7,above_expected,Gray,Black,No,50000
Gasoline,No,Yes,2,Yes,3,verylow,White,Other_Colored,No,51000
Gasoline,Yes,No,2.4,Yes,15,high,Other,Gray,No,5100
Gasoline,Yes,No,2,Yes,5,high,Black,Gray,No,19500
Gasoline,Yes,No,3.6,Yes,9,avg,Blue,Black,No,18950
Gasoline,No,Yes,3.3,Yes,20,avg,Silver,Gray,No,7900
Hybrid,No,Yes,3.5,Yes,5,avg,Other,Other_Colored,No,44950
Other,No,No,6.2,Yes,7,high,White,Other_Colored,No,45985
Gasoline,Yes,No,2,Yes,11,high,Black,Other_Colored,No,5500
Gasoline,No,No,1.5,Yes,4,low,White,Black,No,29900
Gasoline,No,Yes,2,Yes,6,above_expected,Black,Black,No,35000
Gasoline,No,Yes,3.5,Yes,9,above_expected,Blue,Other_Colored,No,24000
Gasoline,No,Yes,3,Yes,4,low,Red,Black,Yes,49995
Gasoline,No,No,4.8,Yes,22,avg,Gray,Beige,No,4999
